index,user_id,clicks__n_total,clicks__avg_scrollY,clicks__session_gap_cv,clicks__scroll_depth_max,heartbeat__n_total,heartbeat__avg_idle_time,heartbeat__scroll_depth_max,heartbeat__avg_scrollY,q__n_questions_viewed,q__n_unique_urls,q__maj_track,q__n_unique_courses,q__avg_question_number,q__n_active_days,q__revisit_rate,media__n_play_events,media__n_unique_media,media__total_watch_min,media__n_unique_urls,media__media_type_diversity,media__audio_pct,media__completion_rate,label,unique_math_qids,unique_text_qids,unique_quiz_qids,content_entropy,ts__q_bin1,ts__q_bin2,ts__q_bin3,ts__q_trend,ts__q_recency,ts__pv_bin1,ts__pv_bin2,ts__pv_bin3,ts__pv_trend,ts__pv_recency,ts__score_first,ts__score_last,ts__score_delta
1292,6573,205.0,0.0,8.395509710785841,0.0,511,1769849510.230092,0.0,0.0,38.0,2.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,9.0,19.0,100.0,0.7073436679636536,0.0,0.0,38.0,38.0,1.0,0.0,0.0,74.0,74.0,1.0,,,
1296,6585,709.0,0.0,10.726742701117638,0.0,3196,1764660734.9367287,0.0,0.0,114.0,11.0,0.0,1.0,,7.0,0.9824561403508771,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1,0.0,0.0,50.0,1.1174700150078432,0.0,19.0,0.0,0.0,0.0,0.0,43.0,14.0,14.0,0.24561403508771928,,,
1297,6586,817.0,0.0,11.026296205513749,0.0,8139,1765010413.5961604,0.0,0.0,84.0,9.0,0.0,2.0,,8.0,0.9761904761904762,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1,0.0,0.0,49.0,0.9912642605354289,,,,,,7.0,32.0,19.0,12.0,0.3275862068965517,,,
1298,6587,341.0,0.0,10.882670763899574,0.0,3555,1764086634.278612,0.0,0.0,24.0,6.0,0.0,2.0,,2.0,0.9583333333333334,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,72.0,27.0,1.0269154736022421,,,,,,0.0,29.0,2.0,2.0,0.06451612903225806,,,
1304,6602,516.0,0.0,11.178981436016809,0.0,9525,1763471638.0662882,0.0,0.0,55.0,6.0,1.0,1.0,,5.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1,0.0,0.0,82.0,1.3651999476049543,4.0,2.0,0.0,-4.0,0.0,50.0,26.0,26.0,-24.0,0.2549019607843137,,,
1306,6607,2437.0,0.0,14.751229068402361,0.0,6203,1765752721.305477,0.0,0.0,135.0,20.0,1.0,2.0,,13.0,0.9851851851851852,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,19.0,108.0,0.7722872037400041,0.0,12.0,23.0,23.0,0.6571428571428571,0.0,129.0,129.0,129.0,0.5,,,
1308,6609,2041.0,0.0,10.727404543444516,0.0,56049,1766304881.9896095,0.0,0.0,207.0,8.0,1.0,1.0,,6.0,1.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1,0.0,100.0,82.0,0.8860041755041467,11.0,0.0,0.0,-11.0,0.0,66.0,85.0,66.0,0.0,0.30414746543778803,,,
1309,6610,412.0,0.0,13.28303543669056,0.0,1965,1762326801.9238095,0.0,0.0,67.0,5.0,1.0,1.0,,2.0,1.0,,,,,,,,1,9.0,0.0,97.0,1.2987949406953985,,,,,,,,,,,,,
1310,6612,1068.0,0.0,7.429326706370331,0.0,24880,1766542733.2883046,0.0,0.0,24.0,5.0,1.0,2.0,,4.0,0.9166666666666666,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0,9.0,0.0,20.0,1.0834269167804427,0.0,1.0,1.0,1.0,0.5,47.0,63.0,67.0,20.0,0.3785310734463277,,,
1314,6616,1467.0,0.0,10.863538496210507,0.0,8316,1766798064.4136016,0.0,0.0,146.0,12.0,0.0,2.0,,10.0,0.9931506849315068,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1,0.0,0.0,85.0,0.5713549744279549,0.0,23.0,56.0,56.0,0.7088607594936709,5.0,65.0,67.0,62.0,0.48905109489051096,,,
1315,6617,2354.0,0.0,11.045010355310973,0.0,16971,1763903432.1786363,0.0,0.0,173.0,17.0,0.0,2.0,,12.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1,0.0,0.0,131.0,0.6384066520506695,0.0,4.0,9.0,9.0,0.6923076923076923,23.0,54.0,40.0,17.0,0.3418803418803419,,,
1317,6620,875.0,0.0,8.737309388095778,0.0,5205,1764801662.714349,0.0,0.0,52.0,6.0,0.0,2.0,,5.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1,0.0,0.0,44.0,0.7463839547314439,0.0,5.0,9.0,9.0,0.6428571428571429,8.0,35.0,32.0,24.0,0.4266666666666667,,,
1318,6621,2359.0,0.0,10.000280506851357,0.0,21713,1765848912.2715876,0.0,0.0,143.0,15.0,0.0,2.0,,17.0,1.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,0,0.0,0.0,142.0,0.7207565714311459,0.0,15.0,20.0,20.0,0.5714285714285714,20.0,45.0,127.0,107.0,0.6614583333333334,,,
1319,6622,780.0,0.0,8.77144196284738,0.0,6001,1766116560.6069536,0.0,0.0,60.0,8.0,0.0,2.0,,7.0,0.9833333333333333,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0.0,0.0,50.0,0.6742907214938758,0.0,5.0,17.0,17.0,0.7727272727272727,0.0,56.0,53.0,53.0,0.48623853211009177,,,
1323,6629,3691.0,0.0,13.585629836827355,0.0,26848,1767285716.8039865,0.0,0.0,335.0,30.0,0.0,2.0,,20.0,0.9970149253731343,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0,0.0,0.0,256.0,0.5981929659633949,126.0,97.0,52.0,-74.0,0.1890909090909091,205.0,434.0,159.0,-46.0,0.19924812030075187,,,
1326,6634,2002.0,0.0,15.486081917990626,0.0,56129,1765340822.274766,0.0,0.0,86.0,7.0,0.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,1,0.0,30.0,262.0,0.7704762676740453,0.0,0.0,8.0,8.0,1.0,0.0,107.0,115.0,115.0,0.5180180180180181,,,
1332,6643,982.0,0.0,15.800422299143415,0.0,6616,1763930254.8519888,0.0,0.0,166.0,10.0,0.0,2.0,,7.0,0.9939759036144579,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1,0.0,0.0,92.0,1.1510281995020908,0.0,32.0,0.0,0.0,0.0,3.0,29.0,0.0,-3.0,0.0,,,
1335,6647,4520.0,0.0,12.722107927617111,0.0,19479,1764378281.6730862,0.0,0.0,486.0,26.0,1.0,2.0,,10.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0,0.0,59.0,229.0,0.8643903169715734,0.0,42.0,0.0,0.0,0.0,9.0,129.0,89.0,80.0,0.3920704845814978,,,
1336,6648,430.0,0.0,10.94205129548111,0.0,4713,1766056512.5709045,0.0,0.0,23.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,42.0,0.4074445433186969,,,,,,0.0,26.0,24.0,24.0,0.48,,,
1342,6655,571.0,0.0,13.017035375192243,0.0,3722,1763333164.551514,0.0,0.0,33.0,3.0,0.0,1.0,,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.0,55.0,0.8886865525783176,,,,,,,,,,,,,
1560,7048,644.0,0.0,11.787286341087029,0.0,5940,1765116468.2169244,0.0,0.0,125.0,5.0,0.0,2.0,,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,19.0,0.0,25.0,1.4224588087457941,0.0,0.0,25.0,25.0,1.0,8.0,11.0,67.0,59.0,0.7790697674418605,,,
1566,7056,1377.0,0.0,12.202351945357735,0.0,6304,1765124644.5261257,0.0,0.0,276.0,17.0,1.0,1.0,,12.0,1.0,,,,,,,,0,0.0,0.0,151.0,1.0872891118858719,12.0,0.0,7.0,-5.0,0.3684210526315789,27.0,0.0,3.0,-24.0,0.1,,,
1572,7062,653.0,0.0,13.550351648202625,0.0,1843,1765533381.4793751,0.0,0.0,117.0,10.0,1.0,1.0,,5.0,1.0,,,,,,,,0,0.0,0.0,123.0,0.8628011885321314,51.0,0.0,36.0,-15.0,0.41379310344827586,73.0,0.0,46.0,-27.0,0.3865546218487395,,,
